Date,Amount,Location,Store,Fraudulent
1970-05-16,188.16,Hartmanport,"Calderon, Ortiz and Villegas",False
2005-03-22,983.42,Ericton,Wilson and Sons,False
1977-06-17,641.54,West Brandon,"Larson, Wolf and Sexton",True
2015-08-27,712.17,Potterchester,Price Group,True
2000-04-22,720.07,West Carmenton,"Wyatt, Richardson and Higgins",False
1999-02-05,842.24,Lake Andrew,"Joyce, Robinson and Mullins",False
2000-05-27,954.68,South Blakefurt,Baker-Crawford,True
2005-09-12,156.73,East Kristinamouth,Dominguez-Hernandez,True
2003-05-27,923.18,North Sarah,Gordon-Arroyo,True
1985-11-11,265.96,West Lisa,"Miller, Dorsey and Ward",True
1985-12-08,191.46,Matthewborough,Woods Group,False
2011-09-04,853.5,Charlesbury,"Ray, Garcia and Rodriguez",False
1972-12-25,15.84,South Nicholas,"Clark, Little and Schaefer",False
1991-01-24,517.77,South Angela,"Johnson, Smith and Mitchell",True
1994-01-24,138.14,West Bobmouth,"Franklin, Joseph and Scott",False
1987-01-07,4.09,Laurenburgh,"Spencer, Sharp and Carson",True
1977-04-16,941.77,East Kevinberg,Downs Group,True
1996-11-11,221.36,New Jenniferstad,Aguilar Inc,True
1993-11-14,665.92,New Williamstad,Esparza-Pratt,True
1982-10-20,683.61,West Cliffordburgh,Jones-Bullock,True
2013-01-31,874.34,Lisahaven,Smith and Sons,True
1988-02-03,254.79,Lake Andreaton,"Reid, Murray and Lester",True
1972-03-11,201.86,East Troyhaven,Powers-Gillespie,True
1978-07-27,710.46,Cruzshire,"Day, Gordon and Alvarez",False
2019-04-28,837.11,Davidmouth,"Johnson, Bennett and George",False
2018-05-09,59.28,Nelsonton,Williams Inc,True
1987-07-26,784.01,Barrettstad,Dalton-Dougherty,False
2012-10-15,676.13,East Alexandermouth,"Mills, Smith and Mitchell",False
1979-04-17,744.78,Donaldsonborough,Smith LLC,False
1993-12-08,388.7,Lake Kristymouth,Bryant-Sanders,True
1994-06-09,87.75,Alvarezfort,Silva-Jensen,True
1990-09-08,107.0,Brownland,Mendoza-Delgado,True
1974-01-09,268.98,Robertville,Orr-Miller,True
2018-11-20,327.69,Port John,"Hays, Mann and Shaw",True
1999-11-24,637.12,East Dustinshire,"Williams, Riley and Murray",False
2007-01-14,775.33,Heatherton,"Meyer, Odonnell and Jacobson",True
2004-06-22,529.89,West Edward,"Myers, Smith and Levy",True
1973-05-07,126.03,Whitneyhaven,Randall Inc,False
2003-01-08,910.51,Port Cathy,"Carr, Mejia and Mills",False
1989-05-02,128.63,Stephanieberg,Brown-Jones,False
1988-06-08,303.01,Michelleburgh,Stephens Ltd,True
1979-04-30,514.55,Alvarezborough,"Mahoney, Johnson and Molina",True
2007-04-09,639.39,Lake Jeffview,Perry Group,False
1997-04-03,737.68,Jacksonside,"Price, Nolan and Morris",False
1984-09-28,334.48,Jacobville,"Kelley, Diaz and Tucker",False
2005-06-03,850.03,Olsenville,"Leach, Matthews and Barnes",False
2006-12-25,579.17,East Brucefort,Williams Group,False
1985-10-15,36.49,Michaelton,Miller LLC,True
2024-11-04,920.87,West Brandonton,"Parker, Schmidt and Woods",True
1978-03-14,663.53,Melissamouth,May-Sanders,True
1991-11-29,168.53,Smithland,Fowler Group,False
1989-03-03,889.52,Lake Jacob,Sherman-Campos,False
1984-06-17,498.95,Robinsonfort,"Mccullough, Wells and Moses",False
2002-06-15,70.79,Dyerstad,"Watkins, Nixon and Esparza",False
1995-02-25,347.94,Allenfort,Spencer Group,True
1991-06-05,752.18,Taylorview,"Arroyo, Ellison and Barnes",True
2018-06-30,250.63,Howardside,"Young, Kennedy and Anderson",False
1988-06-02,724.14,Richardborough,Cabrera PLC,False
1998-01-11,655.45,Juliehaven,Anderson-Brown,True
1996-09-03,823.64,Gonzalesbury,Pena-Rose,False
1975-11-26,713.7,West Richard,Kramer-Walker,True
1993-04-02,958.93,West Richard,Rhodes Inc,True
1988-04-27,885.94,Hurleyberg,Cruz-Crawford,True
1988-03-12,151.93,New Michael,"Levy, Wilson and Walker",True
1982-03-24,815.3,Obrientown,Hill Group,False
1977-01-23,12.12,West Brenda,"Foster, Rogers and Rowland",True
1994-10-02,487.52,Graybury,"Moore, Lambert and Olsen",False
1990-12-14,190.27,Desireefort,"Lopez, Sanchez and Freeman",True
2001-11-15,15.83,South Alexanderchester,Tucker and Sons,False
1993-06-05,135.42,Christophershire,"Perez, Crawford and Fuller",True
2015-05-10,751.25,New Angelaberg,Murillo PLC,True
2021-08-19,260.59,Cassandratown,Luna PLC,True
1980-04-07,667.59,North Seanborough,"Taylor, Peterson and Huang",False
2021-01-21,889.74,East Whitneyview,"Garcia, Adams and Williams",True
2022-02-27,528.85,East Catherineview,Bauer LLC,True
1973-01-13,450.02,Christopherton,Young PLC,False
2025-02-23,388.91,Port Joseph,"Bowers, Vega and Pope",False
2013-01-31,118.96,New Stephenville,Hunter-Rose,False
1974-05-20,11.7,North Stephaniefurt,"Richardson, Moore and Moses",False
2006-06-22,331.02,East Pamela,Rogers-Romero,True
1976-10-03,409.75,Hopkinsfort,Johnson Group,False
1971-08-25,447.52,New Mary,"Winters, Mcpherson and Johns",True
1999-05-29,354.25,South Aprilfurt,Kelly LLC,True
1986-12-27,841.97,Lake Debbie,Fowler Group,True
2009-12-05,739.57,Thomasland,"Serrano, Young and Escobar",True
1984-10-19,327.9,South Meagan,Frye LLC,True
1981-03-12,10.2,North David,Johnson Inc,False
2009-11-01,304.33,Dennismouth,Franklin-Figueroa,True
2008-02-09,822.15,North Stephanieview,Arnold Ltd,False
1998-12-19,755.24,East Aprilmouth,"Christian, Brown and Schultz",True
1978-05-28,959.05,New Ashleyville,Johnson LLC,True
2020-11-14,609.63,Brownmouth,Baker-Anderson,True
2010-06-25,247.17,Jacksonport,Brewer-Lane,False
1992-06-27,571.14,South Kevin,Thomas-Johnson,True
2005-05-21,539.8,Jonathanberg,Newman-Day,False
1983-03-21,316.27,Port Darren,Foster-Wood,False
2014-01-26,519.76,Julianhaven,"Oliver, Thompson and Warren",True
1973-01-08,390.46,Lake Mark,Ponce-Chavez,True
2024-08-14,185.41,Mikeville,"Spears, Thompson and Aguirre",False
2024-11-05,190.88,North Billystad,Harris-Sanchez,True
1978-08-29,769.56,Lake Brittany,Hansen and Sons,True
2024-08-20,224.89,Karenstad,Collins-Randolph,True
2002-07-18,75.21,Frankville,Long Group,False
1985-01-22,627.41,Elizabethstad,"Foster, Reed and Davis",False
1990-05-24,315.75,Gonzalezton,Rivera and Sons,False
2009-04-05,618.8,North Christopherfort,Hess Group,False
2006-12-03,997.4,Smithside,"Harris, Sanchez and Wright",True
2002-04-30,783.96,West Allisonfurt,"Anderson, Mclaughlin and Harris",False
2009-07-09,458.02,Matthewfort,Harvey Ltd,False
1981-06-17,127.87,Jacksonburgh,Baker and Sons,True
2013-12-08,583.07,East Jared,"Cherry, Forbes and Lucas",False
1975-03-25,833.59,Lake Kristen,Smith PLC,True
1975-03-05,164.19,Riggsmouth,Smith-Woodard,False
1973-02-19,105.35,Port Gina,Hendricks PLC,False
1985-02-02,274.99,South Connie,Morrison Ltd,False
2022-10-14,4.46,East Samanthafort,"Cain, Santos and Williams",False
1976-05-05,63.25,East Stephanie,Daugherty-Martinez,True
1984-11-01,894.37,Rebeccachester,"Patton, Grimes and Hutchinson",True
1970-06-16,903.26,East Mark,Bowen-Small,False
1994-07-29,807.73,Weaverview,Smith Ltd,True
1990-10-03,989.16,South Christopher,"Flynn, Williams and Adams",False
1983-08-23,309.38,South Donnaport,"Lee, Gonzales and Sanchez",False
1993-08-08,848.76,Torrestown,Brown-Clark,True
1975-03-23,117.74,Garciaborough,"Lyons, Barry and Baker",False
1981-04-05,962.29,West Eric,Johnson-Bishop,True
1995-12-16,854.22,New Robert,Martin Ltd,True
2011-09-18,291.61,Ericmouth,Maddox Group,False
2009-05-17,492.23,Nathanielland,Cannon-Watson,True
1994-11-08,864.2,Stephaniechester,"Reeves, Moore and Alexander",True
2010-06-07,395.17,Jacksonfort,Burgess Ltd,False
1973-08-30,344.38,Brettland,"Smith, Ramirez and Williams",True
1976-01-15,513.9,Campbellchester,Alexander-Rodriguez,False
2001-05-21,596.04,East Jill,Harris and Sons,False
1980-05-27,915.18,Lake David,Eaton Group,True
2019-12-28,905.99,Tamaramouth,"Potter, Phillips and Lee",True
1984-05-30,832.89,South Daniel,Crawford-Fletcher,False
2010-07-05,482.59,East John,Gates-Johnson,False
1989-09-23,143.64,West Toddport,Leblanc-Curry,True
2007-05-05,337.58,Port Jeffreyfort,Mccormick-Johnson,True
2024-11-01,988.14,West Duaneshire,Moore-Santos,True
1985-07-22,717.73,New Ashleyview,Robbins-Bradley,True
2002-12-21,685.71,Lake Michael,White-Bowen,False
1977-07-31,44.56,Bellborough,"Yates, Rodriguez and King",False
1970-01-02,841.04,Andrewfort,Smith Inc,False
1971-07-16,369.83,Port Jeremyborough,Hines-Ferguson,True
1977-11-12,862.31,East Kelseybury,"Marsh, Rice and Barrett",True
2000-10-11,544.38,Riveraport,Marshall and Sons,False
2012-04-02,129.03,Baileyton,Andrews-Rosario,False
1980-11-06,783.06,Susanstad,"Lewis, Strickland and Lutz",False
1983-03-04,669.54,Trevorport,Gomez-Mckay,True
2010-04-29,6.91,Wrightberg,Young-Landry,False
2009-01-15,339.4,Josephmouth,Barber-Hardy,False
2011-05-08,493.21,Rivasfurt,Hansen LLC,False
2009-01-24,684.23,Estradaville,Fox Ltd,False
1993-01-07,770.22,North Franciscohaven,"Gamble, Waters and Clements",True
1984-09-12,840.27,Annberg,Johnson Ltd,True
2005-02-10,10.98,Smithmouth,Lane-Bernard,False
1995-08-06,409.05,South Leeside,Bean-Wilson,True
1996-08-28,570.53,Jenniferhaven,"Williams, Miller and Robinson",False
2023-01-04,102.7,New Tara,"Jenkins, Robinson and Mcintyre",True
1983-11-17,208.71,Tonibury,Fisher Group,False
2000-04-16,963.53,New Jonathanberg,Donovan LLC,False
1996-11-20,317.88,New Natalie,Turner Inc,True
2018-05-11,382.38,West Christina,Mccarthy-Martinez,False
1975-06-01,923.21,South Emily,"Mitchell, Price and Johnston",True
2000-05-10,860.9,Brewermouth,Rivera-Gomez,False
1997-10-20,650.6,East Sandrafort,Jacobs-Glass,True
1980-12-05,54.95,Lynnfurt,Palmer-Hahn,True
1986-01-25,90.32,Jenniferton,Conrad-Johnson,True
2013-06-06,863.74,Brooksside,Watson Inc,False
1999-09-24,43.77,Nicolebury,Nielsen Ltd,True
1970-11-12,443.11,Wrightville,Ballard-Owen,False
1992-05-05,341.44,Millerfort,"Price, Smith and Dixon",False
2012-03-18,460.9,Karenview,Anderson and Sons,True
2013-08-23,776.02,New Ellen,Callahan Group,False
2006-06-07,425.89,Danielville,"Long, Knox and Phillips",False
2015-07-05,281.45,West Jamesburgh,"Ramirez, Hughes and Roberts",False
1985-03-23,877.49,New Robertside,Paul-Brown,False
2012-05-16,701.73,North Robert,Wu-Lambert,True
2000-09-13,589.8,West Michelle,Finley Group,True
2009-09-02,459.2,East Bruce,"Parker, Mayer and Yoder",False
1981-10-12,409.87,Harperborough,Martinez Group,False
1992-11-06,58.86,East Mark,Morris-Owen,False
1983-05-31,865.28,Erinview,Valencia-Fernandez,False
2004-06-08,171.38,South Stephenmouth,Harrington-Ruiz,True
2008-06-06,825.99,New Elizabeth,Bowen-Black,False
2002-03-31,193.43,Bridgetshire,Johnson Ltd,False
1985-12-02,961.88,New Amber,Jacobson-Houston,False
1983-07-12,526.22,Lake Dana,"Watson, Mitchell and Bishop",False
2003-03-18,267.76,Kevinberg,"Perez, Owens and Diaz",True
2006-02-03,292.23,New Jamesmouth,"Griffin, Fletcher and Ruiz",False
2021-04-03,127.94,Michaelburgh,Griffin-Melton,True
1995-12-28,835.74,Matthewview,"Mckinney, Jimenez and Ali",False
2021-04-06,14.93,Jasonland,Evans-Tucker,False
1983-01-27,114.1,Jeffreyhaven,"Ross, Barnes and Cannon",False
2009-11-11,801.22,Christinashire,King-Juarez,True
2007-06-26,664.03,Port Stacie,Roberts-Sanchez,True
1971-04-23,117.84,Port Robertstad,"Smith, Lewis and Miller",True
1989-11-09,398.93,New Wendy,Cunningham Inc,True
1990-08-04,608.19,Steelechester,Harris-Ayers,True
1976-03-29,167.41,Barbaraville,Cox-Weeks,False
2023-08-03,881.48,South Rachelmouth,"Ford, Garrett and Evans",False
2024-01-06,556.89,Randyberg,"Powers, Mckinney and Rodriguez",True
1970-07-26,506.5,Gillport,"Porter, Reed and Gutierrez",False
1981-06-13,825.14,Livingstonstad,"Shields, Smith and Smith",False
1997-05-08,436.26,Alexishaven,"James, Wilkins and York",True
1982-09-21,436.87,Lake Michaelfort,"Allen, Rodriguez and Johnson",True
2002-06-15,469.65,Whiteside,Farrell PLC,True
2003-10-09,694.39,East Staceyfurt,"Perry, Dawson and Anderson",True
2022-02-10,599.04,Nortonchester,"Johnson, Porter and Thomas",True
2008-04-13,359.14,Gabrielburgh,"Knight, Frazier and Ellis",False
1992-08-08,728.51,East Marietown,Mills LLC,True
2010-01-08,730.07,Zacharyville,Hood-West,False
1999-07-04,735.49,Gentryview,Gray-Burch,False
2022-05-10,15.82,Barreraburgh,Smith-Bishop,True
2009-10-29,401.65,North Ericbury,Chapman-Gutierrez,True
2012-07-17,625.68,Jenniferbury,Brown Group,False
2016-08-18,447.45,Thompsonburgh,Meyers-Dominguez,True
2001-12-14,936.68,West Wesleytown,"Peters, Stark and Barnes",False
2018-01-02,336.55,Port Tammyshire,Chavez Group,True
1985-09-26,940.45,West Emily,"Gray, Torres and Donovan",True
1986-04-04,374.88,Port Tina,Bowers Ltd,True
1986-04-27,550.71,East Jerry,"Harris, Willis and Reynolds",True
1978-03-19,196.21,Lake Cynthiamouth,Barber and Sons,False
1990-12-14,119.46,New Jamieview,"Patel, Walker and Walter",True
2007-01-06,789.49,South Jack,Baird Group,True
2006-06-27,595.4,Osbornefort,Miller-Lane,True
1976-08-01,615.78,North Sean,King LLC,True
1976-08-17,677.21,Lake Jennifer,Brown-Bennett,False
1999-09-26,372.72,Wolfstad,Butler and Sons,True
1980-01-19,391.54,Luisburgh,Rodriguez and Sons,True
1992-01-10,345.41,Franceston,Wolf Ltd,True
2021-08-05,738.99,Foxside,Salazar-Terry,True
2004-05-24,198.15,West Dustin,Stevens-Ali,False
2016-02-13,929.82,Dennisborough,"Cruz, Cooper and Lee",True
1983-08-03,648.85,Christopherton,Bruce-Gonzalez,True
2016-12-10,83.37,West Davidhaven,"Allison, Vasquez and Ramos",True
2008-07-14,636.06,Tammyland,Harris-Reed,False
2023-01-02,621.03,South Bradleybury,"Harris, Fuller and King",False
1991-01-31,198.89,Vegaborough,Smith and Sons,True
2011-09-24,389.77,Wongmouth,Wheeler LLC,True
2006-05-28,171.31,New Neilbury,Miller Inc,True
1993-06-13,786.95,Lake Julieborough,"Miller, Willis and Nichols",True
2023-12-19,732.86,Lake Melissaville,Hoover-Stafford,True
1977-05-14,174.53,Grahamfurt,Weaver-Hubbard,False
2025-03-06,258.58,Rebeccaton,"Marshall, Parks and King",True
2003-02-20,246.66,New Susanton,Jones Group,False
1972-05-10,503.99,East Vanessa,King-Ross,False
1988-01-10,146.66,Dianastad,"Gill, Duran and Patrick",False
1976-12-18,509.59,Wardbury,Watkins-Kline,False
2008-05-28,729.0,North Meghanshire,Hernandez-Gomez,True
2024-04-05,567.52,Michaelville,Clark Ltd,True
2003-09-21,97.92,Lake Michele,Ortiz-Baker,False
2025-02-28,533.87,Copelandland,Austin-Clark,True
1975-05-18,920.83,East Melinda,Whitehead PLC,False
1978-06-01,158.25,Gregoryborough,Jones and Sons,False
2021-10-11,352.01,Susanton,Hayes-Roberts,False
2017-06-25,646.25,Laurieside,Rogers and Sons,True
1970-05-26,636.35,Johnville,"Fernandez, Hines and Williams",False
2016-04-02,1.78,North Daniel,Spears Inc,False
1972-11-22,139.47,East Brittany,Carlson LLC,False
1986-08-06,224.95,New Jennifer,Mcdowell-Olsen,True
2001-03-20,167.32,Morrisside,Tran and Sons,False
2018-08-13,163.96,Gordonshire,"Mcguire, Obrien and Coleman",False
1973-12-09,661.71,Samanthaville,"Dyer, Mccoy and Franco",False
1980-07-26,388.63,Dianeside,"Bowers, Higgins and Stark",True
1988-10-20,450.11,North Lisastad,Barton and Sons,False
2015-05-27,17.32,East Kristin,Lowe PLC,False
1974-09-21,119.78,Pattersontown,Barrera Group,True
1996-02-07,196.66,East Darren,"Hendrix, Robertson and Paul",True
1986-06-06,806.52,Port Wendybury,"Garcia, Hanson and Gill",False
1979-08-27,334.26,Johnfort,Alexander Ltd,True
2024-11-02,505.41,Garciaberg,Hawkins-Rodriguez,True
2001-07-24,741.69,West Robin,Perry-Wilcox,True
1977-10-21,518.02,Coleburgh,"Brewer, Carrillo and Johnson",True
1990-01-22,951.91,Stephanieberg,Kelley Group,True
2007-12-02,460.87,West Joshua,Burton-Martinez,True
2025-02-08,63.52,Rachelmouth,Gomez LLC,True
2004-12-14,627.67,Johnsonchester,"Sanchez, Figueroa and Beck",False
2014-02-09,238.76,Matthewville,"Bell, Anderson and Dominguez",False
1978-05-11,462.82,South Sara,Campbell and Sons,True
2021-09-28,779.6,Matthewshire,Hall-Carter,True
2009-12-22,34.66,New Cindy,"Medina, Jones and Schwartz",True
2001-08-04,759.67,Shannonville,Ferrell-Blake,False
1972-06-06,559.92,Gonzalezton,Cabrera Group,True
2012-10-15,272.13,East Jonathanville,"Ortiz, Brown and Nguyen",False
1987-05-26,343.74,Millerfurt,Hale Group,True
1992-12-19,219.54,West Courtneymouth,"Rodriguez, Hicks and Jones",False
1985-03-12,995.38,North Jaredbury,Ferrell Group,False
2007-01-19,996.83,Jamestown,Hayes-Norton,False
1971-05-12,320.81,Millerborough,Smith and Sons,False
2024-05-24,449.46,East Taylor,Davis-West,True
2005-09-21,335.97,New Wendyberg,"Moyer, Rodriguez and Adams",True
2020-10-07,793.71,Acostaville,Hogan-Becker,False
2004-01-06,874.25,South James,Kelley-Walker,False
1981-09-25,789.77,Angelahaven,Neal PLC,False
1991-02-20,465.47,Washingtonchester,"Chan, Mcbride and Scott",False
1972-11-02,44.87,Evanfurt,"Pena, Kirk and Deleon",False
1985-11-18,952.27,New Randallview,Jackson Group,True
1972-04-09,263.74,Garciaborough,Harris Ltd,False
1996-08-08,187.61,Markport,Walls Inc,True
2019-03-14,478.43,Tommyborough,Armstrong-Phillips,False
2007-08-27,632.27,Port Catherine,"Roth, Keller and Kim",True
1982-11-06,217.23,Austinmouth,Castro Group,False
2003-02-18,909.9,East William,Hammond Ltd,True
1991-08-24,335.44,South Josephport,Williams Inc,False
2013-04-08,872.74,East Teresatown,"Riley, Jones and Jones",True
1973-02-13,719.59,New William,Barrett-Clark,True
1975-11-27,2.88,South Christopher,"Heath, Frederick and Porter",True
1981-05-31,602.2,North Alison,Mason-Hoffman,False
1978-03-11,581.88,Danielchester,Tucker and Sons,False
2004-01-10,479.26,Rushhaven,"Garrett, Kaufman and Potter",False
2015-07-04,236.18,Seanstad,Schneider PLC,True
1983-03-29,501.61,New Steven,Diaz-Hampton,True
2024-04-08,561.62,Greentown,Hester Inc,False
1975-07-16,179.7,West Davidville,Riggs PLC,True
1998-09-22,279.57,North Donnaport,Mathis and Sons,True
1981-10-01,932.3,West Loriburgh,Adams-Taylor,False
1975-01-15,952.69,Margaretmouth,Chavez-Summers,False
2019-12-20,887.89,Dominiqueton,Myers LLC,True
1970-12-26,212.66,New Joshuastad,"Hernandez, Smith and Moore",False
2015-06-17,104.17,Campbellside,"Thompson, Perez and Cohen",False
2018-08-26,276.05,Rachelberg,"Thornton, Valentine and Cannon",True
1972-08-16,783.06,New Samuel,Reyes-Wright,True
2014-09-10,869.02,South Veronicaborough,"Kirk, Davis and Mclaughlin",True
1987-10-28,203.56,South Miranda,Figueroa PLC,False
2002-07-31,800.77,Ashleytown,Dennis Ltd,False
1994-08-25,843.0,Sherrymouth,Thomas PLC,False
2005-01-17,540.59,East Moniquefort,"Ramirez, Mccormick and Robinson",True
1972-08-26,849.39,Port Noah,"Davis, Wilson and Wolfe",True
2016-05-07,923.73,Barbaraport,Arroyo Inc,True
1985-05-30,304.23,Tiffanyview,Ramirez LLC,False
2013-11-05,127.38,Port Jamesland,Bishop-Hoover,False
1997-04-19,865.42,Stephensmouth,"Andrews, Jimenez and Manning",True
2021-06-04,763.12,West Bobby,Goodwin Group,True
2005-10-23,839.08,West Jonathanborough,"Harrison, Zamora and George",False
1991-08-19,456.51,North Sean,Robles Inc,True
2019-12-05,667.37,East Nicole,Gray-Hernandez,False
1989-09-07,173.13,South Brianburgh,"Thomas, Schneider and Salas",True
1985-05-04,931.47,Fordburgh,"Burch, Thomas and Jordan",True
1982-01-14,479.28,Parkerland,Hernandez Ltd,True
2019-07-06,168.78,New David,"Reilly, Calhoun and Allen",False
2021-08-13,876.77,South Lisa,Cole-Fox,True
1983-10-27,18.26,New Michael,"Lopez, Thompson and Wright",False
1979-12-06,438.41,West Nicolehaven,Wilkins-Oconnell,True
1990-08-30,881.01,Dixonville,"Thompson, Beasley and Mckinney",False
2003-03-21,588.38,Port Carolynberg,Lindsey and Sons,True
2003-02-18,676.3,Joeview,Long Group,False
2004-09-08,87.14,Smithburgh,Simpson LLC,False
1984-07-18,143.65,Deborahtown,Alvarado-Edwards,False
2013-09-03,518.13,Jamesstad,Richardson Group,False
2012-07-01,566.42,Kimberlychester,Rodriguez-Lopez,True
1998-03-31,463.92,Melissaland,Cox-Oconnor,True
2012-12-09,757.44,Batesfort,Werner Group,False
2009-10-28,884.47,Timothyside,Stark Ltd,False
1995-06-22,258.29,North Cassandramouth,Duran Ltd,False
1989-04-19,887.18,Lake Coryhaven,Duffy Inc,False
1984-08-11,639.01,Youngshire,Freeman-Boyle,False
2025-04-15,799.29,Michaelburgh,"Thornton, Barnett and Wolfe",False
2012-01-16,491.89,North Rickyland,Smith-Hopkins,False
2000-05-20,83.11,Lake Matthew,Rosario PLC,True
2016-11-14,598.72,Gravesland,"Morgan, Richards and George",False
1977-06-10,899.48,West Sharonborough,Morrison-Brown,False
1986-11-17,336.47,Port Meganton,Stewart-Patel,False
2014-10-04,928.78,Stephanieton,Diaz-Nelson,False
1997-04-05,318.19,Wilkersonland,"Kim, Robles and Mcgrath",False
1976-10-27,915.88,Kevinfurt,Cochran Group,True
2017-11-08,75.83,Moranstad,"Valdez, Castillo and Wang",True
1999-01-14,633.32,Marymouth,"Caldwell, Williams and Cruz",True
